id,title,employer,salary,gender,years_exp,Location,duties,comments,employer_clean,base_salary_clean,sal_flag,years_exp_clean,location_clean,title_category,geonix
,Senior Editor,NAPCO Media,"$63,000 ","Cis female, white",9,Philadelphia,,,NAPCO Media,63000,,9,Philadelphia,Senior Editor,
,Digital Producer I,Gannett/USA Today,"$16.25/hr or $33,800",cis white female,2,"Phoenix, Arizona","Update multiple website homepages, write SEO friendly headlines, look for opportunities to write stories based on search trends, post to multiple social media accounts, edit videos, put together visually compelling digital assets for enterprise projects, package/optimize stories for web and social, send push alerts, help sites with breaking news situations, etc.",Interned for $10/hr through DJNF program,USA Today,33800,,2,"Phoenix, Arizona",Digital Producer,
,Multimedia Reporter,The Arizona Republic/Gannett/USA Today,"46,000",cis white woman -- disabled,2,"Phoenix, Arizona","-report stories
-shooting video, photo, audio
-editing video, audio/producing video","AP Temp Reporter ($48,000), NPR Temp ($40,000), CNN News Associate ($36,400)",The Arizona Republic/Gannett/USA Today,46000,,2,"Phoenix, Arizona",Reporter,
,Reporter,Newspaper,"$34,000 ",cis white/Latina,1,"Pikes Peak Region, Colorado","Report and write 2-4 stories/week, take photos, some social media & webbing",,Newspaper,34000,,1,"Pikes Peak Region, Colorado",Reporter,
,Reporter,Berkshire Eagle,"28,600",male white,2,"Pittsfield, Massachusetts","Broad coverage of far flung rural area, including extensive driving time",,Berkshire Eagle,28600,,2,"Pittsfield, Massachusetts",Reporter,
,Reporter,Masthead Maine,"$56,000 ",White Cis Male,10,Portland Maine,Report and write daily news stories,,Masthead Maine,56000,,10,Portland Maine,Reporter,
,Video producer,The Oregonian,"67,000",Female,5,"Portland, Oregon","Produce, shoot and edit short-form, long-form and series-based videos",,Advance Local,67000,,5,"Portland, Oregon",Video Producer,
,Local reporter in southeast Wisconsin,Lee Enterprises,"$32,000 ",White Male,2,"Racine, Wisconsin",,"First full-time job, but most of the reporters with less than 10 years experience make about the same",Lee Enterprises,32000,,2,"Racine, Wisconsin",Reporter,
,News Producer,WRAL,"$45,000 ",White female,8,"Raleigh, NC","Layout newscast, choose stories, choose video, create graphics, write scripts for anchor",,WRAL,45000,,8,"Raleigh, NC",Producer,
,Reporter,Gannett,"$36,300 ",Hispanic,6,Reno,"I cover breaking news, crime and courts. I also occasionally take my own photos and produce my own videos. I recently obtained my license to fly drones.",None,Gannett,36300,,6,Reno,Reporter,
,Reporter,Gannett,"44,000",white female,10,Reno,"Reporter; storytelling coach, producer; podcast producer","Started at less than $26K at first newspaper, worked as a city govt. reporter, education reporter, cops and courts reporter, arts and culture reporter",Gannett,44000,,10,Reno,Reporter,
,Reporter 2 (1-3 classification) in 2018,Gannett,"$48,800 ",White male,12,"Reno, Nev.","Reporting, photography, videography","Started at $48,000 in 2015. Previously worked as Digital Content Director for smaller company at same salary. Before that was managing Publishing system for $40,000. Previously a centralized news designer for $15/hour.",Gannett,48800,,12,"Reno, Nev.",Reporter,
,Reporter,Gannett,"$36,000 ",White male,3,"Reno, Nevada","Breaking news and enterprise reporting. Plus photo, video and drone flying.",,Gannett,36000,,3,"Reno, Nevada",Reporter,
,Sports Reporter,Salt Lake Tribune,"39,000",Male/Hispanic,4.5,Salt Lake City,"Cover professional soccer and prep sports, and also college sports and NBA when needed",,Salt Lake Tribune,39000,,4.5,Salt Lake City,Beat Reporter,
,Web Manager,Salt Lake Tribune,"$39,000 ","Female, white",7,Salt Lake City,"Web platform curation, social media, comment moderation","Editor: 30,000, Reporter: 22,800",Salt Lake Tribune,39000,,7,Salt Lake City,Digital Producer,
,Reporter,The Salt Lake Tribune,$19.58/hour,Cisgender white female,3.5,"Salt Lake City, Utah",Beat coverage,None,Salt Lake Tribune,,x,3.5,"Salt Lake City, Utah",Reporter,
,Reporter,San Diego Business Journal,"$50,000 ",cis white female,5,San Diego,"reporting, writing, editing, events","$40,000 - Reporter in Kansas City (after raise); $35,000 - Reporter in Kansas City; $32,000 - Reporter in Colorado",San Diego Business Journal,50000,,5,San Diego,Reporter,
,Reporter,Bay Area News Group,"$39,500 ",Cis male white,4,SF Bay Area,Local government and news reporter/photographer,$35000 / Community reporter,Bay Area News Group,39500,,4,San Francisco,Reporter,
,Photojournalist,"Hearst, San Francisco Chronicle","65,000","Female, Straight, Mostly White",5,San Francisco,Photographing everything,,San Francisco Chronicle,65000,,5,San Francisco,Photojournalist,
,Senior audience engagement manager,CBS Interactive,"$90,000 ",cis latinx female,6,San Francisco,Mobile audience engagement and development,copy editor: $54K / homepage editor: $67K / engagement editor: $83K,CBS Interactive,90000,,6,San Francisco,Audience/Social Editor,
,Art Director,SF Weekly,$60k,Cis white male,10,San Francisco,,,SF Weekly,60000,,10,San Francisco,Art Director,
,Senior copy editor,Common Sense,"$76,000 ","Cisgender female, white",25,"San Francisco, CA","Copy editing, content editing, upkeep/update two style guides, research & collaborate to create DEI entries for house style guide, writing movie scripts, fact-checking, proofreading, collaborate with senior copywriter/brand strategist on brand/branding, ""sensitivity"" reading, member of DEI Core Team, oversee two contractors, advise one co-worker",,Common Sense,76000,,25,"San Francisco, CA",Senior copy editor,
,,,,,,,,,,,,,,,
,Staff Writer,McClatchy,"$47,000 ",Female/White,6,"San Luis Obispo, California","Reporting, social media posting, video editing, photography",,McClatchy,47000,,6,"San Luis Obispo, California",Reporter,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Producer / engagement editor,The Seattle Times,$48.5k / year,Male / white,3,Seattle,"Reporting, organizing events, writing social media copy",,Seattle Times,48500,,3,Seattle,Audience/Social Editor,
,,,,,,,,,,,,,,,
,Senior Reporter,McClatchy,"$49,000 ",White/ female,8,South Carolina,,,McClatchy,49000,,8,South Carolina,Senior Reporter,
,Freelance journalist,"The New York Times, Forbes.com, The Guardian (U.S.)","$26,000 estimated in 2019",male/white,38,"South Orange, N.J.","Reporting and writing pieces for a newspaper, website and blog.","Staff writer, Dallas Morning News and Philadelphia Inquirer. Also, contributor, The Wall Street Journal.",Freelance,26000,,38,"South Orange, N.J.",Freelance,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Freelancer,,12000,female,22,"St. Louis, MO","writing, photography, editing",reporter,,12000,,22,"St. Louis, MO",Freelance,
,Digital Producer,Nexstar Broadcasting,"$25,500 ",Cis white female,1,Texas (smaller town),"Scheduling social media posts, finding content for the website, writing stories for web (crime, breaking news, fluff pieces - pretty much anything)",First job/entry-level; I am paid around what a typical MMJ would be in a similar market with the same experience.,Nexstar Broadcasting,25500,,1,Texas,Digital Producer,
,Reporter,Gannett,"$18/hour or $38,000",Cis Latina woman,2,Texas,Local education reporting,"Worked for two years as a copy editor/writer at a small daily newspaper (where I made less than $12 an hour after taxes), earned a master's degree in journalism, worked as a fellow for a statewide political magazine ($5,000 stipend for five months).",Gannett,38000,,2,Texas,Reporter,
,Magazine Editor,Southern Newspapers Inc.,"$30,000 ",Male/Caucasian,10,Texas,Split full time position between producing a monthly magazine and serving as a full-time reporter. Not to mention managing the social media and digital feeds.,"$25,000/reporter",Southern Newspapers Inc.,30000,,10,Texas,Editor,
,News Director,rural public radio station,"$40,000 ",European-American male,16,Texas,,,rural public radio station,40000,,16,Texas,Managing Editor,
,Content curator,Google via vaco,"$48,000 ",cis White female,2,Texas,Write national news salaries/headlines and other news content,,Google,48000,,2,Texas,Digital Producer,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Foreign Correspondent,Major Canadian media organization,"$117,000 Cdn/$90 k USD",White female,25,toronto,"cover all economic, political, cultural news in a designated geographic region for print + online, represent the organization at public events. Intensive travel, 65+ hrs week, no defined workday.","Staff reporter, Cdn $ 90k /yr",Major Canadian media organization,90000,,25,toronto,Reporter,
,Associate Editor,Annex Business Media,"$42,000 CAD",cis-het female,4,Toronto,"Managing three print magazines, its websites and social media. Organize workshops and business conferences sponsored by the company (requires some travel). Write and produce content for digital and print.","Starting salary $28,000 a year at a local newspaper.",Annex Business Media,,x,4,Toronto,Editor,
,Managing Editor,A community magazine,"$55,000 ",F POC,5,Toronto,Overseeing a team of five editors and oversee all editorial and photo shoots required for our monthly magazine,,A community magazine,55000,,5,Toronto,Managing Editor,
,Producer,Canadian TV station,"$69,000 CAD (or $52,000 USD)",Cis POC female,8,Toronto,"One or more of the following every day: assigning for the daily news show, lining up the show, segment-producing for reporters, taking the show to air.","Reporter/$50-55k CAD (print, digital & broadcast salaries, 4 years running)",Canadian TV station,52000,,8,Toronto,Producer,
,,,,,,,,,,,,,,,
,Copy Editor/Page Designer,The Columbian Publishing Company,"$30,000 ",White male,2,"Vancouver, WA","Copy editing, page design, web posting, etc.","8 years as a reporter, photographer, editor, designer = all less than $30,000",The Columbian Publishing Company,30000,,2,"Vancouver, WA",Copy Editor/Page Designer,
,Reporter,The Columbian Publishing Company,"$44,000 ",White cisgender woman,7,"Vancouver, Wash.","Daily reporter, writing 3 - 5 articles a week.","$15.50 an hour, $16.50 an hour, $21.31 an hour.",The Columbian Publishing Company,44000,,7,"Vancouver, Wash.",Reporter,
,Reporter,BH Media,"$36,000 ",Woman/White,3,Virginia,My beat and anything else that pops up,"$28,000 at a community newspaper",BH Media,36000,,3,Virginia,Reporter,
,Managing Editor,BH Media,"35,000",Cis white woman,3,Virginia,"Full-time reporter in addition to assigning, editing & curating contributed content for each edition. Representing the paper to higher-ups and the community. Managing all social media.","Editorial assistant/reporter @ $10.50/hr; writer for a DC-based nonprofit @ $52,000/year.",BH Media,35000,,3,Virginia,Managing Editor,
,Digital Content Coordinator,BH Media,"38,000",White cis female,3,Virginia,"Oversaw all social channels, newsletter production, online content, longform design, breaking news coverage. Served as data editor, visualizing data for online storytelling.",,BH Media,38000,,3,Virginia,Audience/Social Editor,
,Reporter,Local News Now,"$55,000 ",Cis female / white,5,Northern Virginia,"Writing 5+ stories a day on everything from legislative sessions to retail to developments, covering breaking news, writing social media, managing an intern and more....","$46,000/year at a national media outlet in D.C., $1500/month at another local outlet in D.C.",Local News Now,55000,,5,Virginia,Reporter,
,Reporter,Sound Publishing,"$30,000 ",Cis white male,5,Western Washington,"Write stories, take photos",,Sound Publishing,30000,,5,Washington,Reporter,
,Producer,The Atlantic,"$80,000 ","cis, female, Asian",7,Washington D.C.,"Ideate, report, produce, and execute live journalism; project management, cross-functional collaboration w/logistics+operations, audience development, design and marketing, PR and biz dev.","Associate Producer (72K), Assistant Producer (57.5K)",The Atlantic,80000,,7,Washington D.C.,Producer,
,staff writer,the washington post,"77,000",white woman,6,DC,"reporting, writing, aggregation",,Washington Post,77000,,6,Washington D.C.,Reporter,
,Reporter/newsletter writer,POLITICO,"57,000",cis/white,3,DC,"reporting, producing daily newsletter",,POLITICO,57000,,3,Washington D.C.,Reporter,
,senior reporter,Vox Media,"95,000",male / white,9,DC,Beat reporting / writing stories and features.,"Original salary as a Vox reporter: $60,000 (coming from another news outlet). Salary increases since through promotion and competing offers.",Vox Media,95000,,9,Washington D.C.,Senior Reporter,
,Digital Media Manager,environmental nonprofit,"$43,000 ","cis female, white",2,Washington D.C.,"social media content production, scheduling of social, digital strategy, blog post writing & editing, advertising, and any other digital/comms work you could possibly imagine",,Non-profit,43000,,2,Washington D.C.,Manager,
,Editor I,NPR,"$100,000 ",White woman,15,DC,,,NPR,100000,,15,Washington D.C.,Editor,
,Staff writer,U.S. News,"$48,000 ","female, white",1.5,D.C.,Report/write 2-7 stories/week,,U.S. News,48000,,1.5,Washington D.C.,Reporter,
,Reporter,The Hill,"57,000",,5,Washington DC,,,The Hill,57000,,5,Washington DC,Reporter,
,Editor / Animator,Finishing House,"$105,000 ",Cis White Male,8,Washington DC,"Editor, Motion GFX, Graphic Design, Finishing",,Finishing House,105000,,8,Washington DC,Editor,
,Reporter (politics),POLITICO,"75,000",White female,10,Washington DC,Reporting daily and enterprise stories,,POLITICO,75000,,10,Washington DC,Beat Reporter,
,Reporter-Producer,PBS NewsHour,"$47,500 ",Female/White,3,Washington DC,"Outline, script, produce day-of news segments on tight deadlines. Edit and cut news summary VO/SOTs, script shorter news summary scripts. Create infographics.","$22/hr, freelance associate producer, researcher",PBS NewsHour,47500,,3,Washington DC,Reporter,
,Designer,Washington Post,"$80,000 ",female/nonbinary white,7,Washington DC,"animation, digital layout and design, illustration","Video editor/animator $77,000; visual journalist $72,000",Washington Post,80000,,7,Washington DC,Designer/Developer,
,Designer,The Washington Post,"$80,000 ",nonbinary/white,7,Washington DC,"animation, layout/design, illustration","$77,000 video editor/animator; $72,000 graphic designer",Washington Post,80000,,7,Washington DC,Designer/Developer,
,Multi platform editor,The Washington Post,"$71,000 ",Cis /POC,12,Washington DC,,,Washington Post,71000,,12,Washington DC,Editor,
,Reporter,HuffPost,"$58,000 ",Cis woman/SA,4,"Washington, D.C.",Pitch and report on daily stories about national breaking news and politics,"(42,000) News Associate in Chicago",HuffPost,58000,,4,"Washington, D.C.",Reporter,
,Multiplatform editor,The Washington Post,"$65,000 ",Male/Hispanic,4.5,"Washington, D.C.",Building app edition and curating story files,">$35,000/Freelancer",Washington Post,65000,,4.5,"Washington, D.C.",Editor,
,Staff writer,The Hill newspaper,"$58,000 ",White cis female,,"Washington, D.C.",,,The Hill,58000,,,"Washington, D.C.",Reporter,
,Reporter,POLITICO,"67,000",white male,12,"Washington, D.C.","Reporting, writing","reporter for 12 years, started at $33,000, then $50k, then $60k before this job.",POLITICO,67000,,12,"Washington, D.C.",Reporter,
,engagement editor,,"$75,000 ","queer/nonbinary, white",3,"Washington, D.C.",manage/program social accounts for national news org; homepage; push alerts; some editing for digital stories; some reporting,"$45,000 as a temp doing the same job on the same team; previously internships/in college",,75000,,3,"Washington, D.C.",Audience/Social Editor,
,Digital Editor,NPR,97300,Male/Hispanic,15,"Washington, D.C.",,,NPR,97300,,15,"Washington, D.C.",Editor,
,Reporter,Small trade publication,"50,000 + bonus w/ 10 days PTO annually",Cishet white male,2,"Washington, D.C.","Write one to two government technology policy stories a day, staff company events, attend industry conferences when necessary","Editorial fellow/$40,000 annually at same company",Small trade publication,50000,,2,"Washington, D.C.",Reporter,
,Staff Writer,The Washington Post,116000,cis white male,11,"Washington, DC",covering the news,,Washington Post,116000,,11,"Washington, DC",Reporter,
,Social Media Specialist,Think Tank,"58,800",Woman / African American,10,"Washington, DC","Everything media management - social media, digital toolkits, shareholder and corporate communications, strategic planning and marketing - all the goods.","PR Assistant ($40k), Marketing Associate ($48k)",Think Tank,58800,,10,"Washington, DC",Audience/Social ,
